no_of_adults,no_of_children,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,avg_price_per_room,booking_status
2,0,Meal Plan 1,0,Room_Type 4,156,2018,8,20,Online,112.2,1
2,0,Meal Plan 1,0,Room_Type 4,116,2018,4,15,Online,105.3,1
1,0,Not Selected,0,Room_Type 1,2,2018,3,30,Online,89,0
2,0,Meal Plan 1,0,Room_Type 1,35,2018,12,5,Online,88.4,0
1,0,Meal Plan 1,0,Room_Type 1,8,2018,1,12,Online,73.9,0
0,2,Meal Plan 1,0,Room_Type 2,381,2018,12,23,Online,69.5,1
2,0,Not Selected,0,Room_Type 1,49,2018,10,3,Online,108,0
1,0,Meal Plan 1,0,Room_Type 1,7,2018,1,4,Online,82,0
2,0,Not Selected,0,Room_Type 1,41,2018,9,10,Online,125.1,0
1,0,Meal Plan 1,1,Room_Type 1,4,2018,2,7,Online,76.22,0
2,2,Meal Plan 1,0,Room_Type 6,1,2018,5,9,Online,183,0
0,3,Meal Plan 1,0,Room_Type 2,70,2018,4,12,Online,9,0
2,0,Meal Plan 1,0,Room_Type 1,7,2018,8,7,Online,151,1
2,1,Meal Plan 1,0,Room_Type 1,1,2017,8,7,Online,90,0
2,0,Meal Plan 1,0,Room_Type 2,10,2017,12,26,Online,83.58,0
2,0,Not Selected,0,Room_Type 1,248,2018,12,27,Online,70.55,1
2,0,Meal Plan 1,0,Room_Type 4,57,2018,5,15,Online,132.6,0
2,0,Meal Plan 1,0,Room_Type 4,102,2018,5,19,Online,140.4,0
1,0,Not Selected,0,Room_Type 1,14,2018,2,27,Online,80,0
1,0,Meal Plan 1,0,Room_Type 1,22,2018,12,8,Complementary,0,0
3,0,Meal Plan 1,0,Room_Type 4,45,2018,8,30,Online,151.2,0
2,0,Meal Plan 1,0,Room_Type 1,2,2018,5,2,Online,141,0
1,0,Meal Plan 1,0,Room_Type 1,1,2018,12,20,Online,89.5,0
1,0,Meal Plan 1,0,Room_Type 4,36,2018,9,10,Online,134.46,1
2,0,Not Selected,0,Room_Type 1,84,2018,9,4,Online,125.1,0
2,0,Meal Plan 1,0,Room_Type 1,102,2018,9,18,Offline,80.75,0
2,0,Meal Plan 1,0,Room_Type 1,10,2018,6,9,Online,121,0
2,0,Meal Plan 1,0,Room_Type 1,9,2018,6,12,Online,121,0
2,0,Not Selected,0,Room_Type 1,1,2018,7,4,Online,139,0
2,0,Not Selected,0,Room_Type 1,49,2018,3,6,Online,69.5,0
2,0,Not Selected,0,Room_Type 1,3,2018,2,6,Online,79,1
2,0,Meal Plan 1,0,Room_Type 4,16,2018,5,19,Offline,124.8,0
2,0,Meal Plan 1,0,Room_Type 1,3,2017,8,10,Online,90,0
2,0,Meal Plan 1,0,Room_Type 1,0,2017,8,13,Online,148.67,1
2,0,Meal Plan 1,0,Room_Type 1,178,2018,8,4,Online,108.3,1
2,0,Meal Plan 1,0,Room_Type 1,80,2018,4,13,Online,96.3,0
2,0,Not Selected,0,Room_Type 1,244,2018,9,3,Online,85.5,1
2,0,Not Selected,0,Room_Type 1,56,2018,9,2,Online,99,1
1,0,Meal Plan 1,0,Room_Type 1,7,2018,5,30,Corporate,95,0
3,0,Meal Plan 1,0,Room_Type 4,67,2018,6,26,Online,132.3,0
2,0,Meal Plan 1,0,Room_Type 1,46,2018,3,11,Online,77.35,0
2,0,Meal Plan 1,0,Room_Type 4,124,2018,9,21,Online,143.1,1
2,0,Not Selected,0,Room_Type 1,76,2018,11,27,Online,79.2,1
2,0,Meal Plan 1,0,Room_Type 4,80,2018,5,21,Online,140.4,1
2,0,Not Selected,0,Room_Type 1,71,2018,11,18,Online,88,1
2,0,Meal Plan 1,0,Room_Type 1,13,2018,2,21,Offline,87,0
2,0,Not Selected,0,Room_Type 1,32,2018,9,25,Online,99,0
2,0,Not Selected,0,Room_Type 1,229,2018,12,9,Online,67.5,1
2,0,Meal Plan 1,0,Room_Type 1,28,2017,9,7,Online,79.25,1
1,1,Meal Plan 1,0,Room_Type 1,70,2018,4,3,Online,64.67,0
1,0,Meal Plan 1,0,Room_Type 1,7,2018,3,9,Online,99,0
2,0,Meal Plan 1,0,Room_Type 1,98,2018,2,25,Offline,50.33,0
2,0,Meal Plan 1,0,Room_Type 1,134,2018,7,2,Online,93.08,0
2,0,Not Selected,1,Room_Type 1,15,2018,1,21,Online,86,0
2,0,Meal Plan 1,0,Room_Type 1,121,2018,12,24,Online,88.4,0
1,0,Meal Plan 1,0,Room_Type 1,0,2018,9,13,Complementary,0,0
1,0,Meal Plan 1,0,Room_Type 4,143,2018,9,21,Online,143.1,1
3,0,Meal Plan 1,0,Room_Type 4,85,2018,7,10,Online,142.2,0
2,0,Meal Plan 1,0,Room_Type 4,56,2018,8,27,Online,136.35,1
2,0,Not Selected,0,Room_Type 1,24,2018,8,21,Online,139,1
2,0,Meal Plan 1,0,Room_Type 1,164,2018,8,29,Online,96.3,1
2,0,Meal Plan 1,1,Room_Type 4,9,2018,10,20,Online,12,0
2,0,Meal Plan 1,0,Room_Type 1,37,2018,3,7,Online,83.9,0
2,2,Meal Plan 1,0,Room_Type 1,0,2017,9,1,Online,165,0
1,0,Meal Plan 1,0,Room_Type 4,1,2018,7,24,Online,163.5,0
3,0,Meal Plan 1,0,Room_Type 1,66,2018,11,18,Offline,105,0
2,0,Not Selected,0,Room_Type 1,157,2018,7,11,Online,91.38,1
2,0,Meal Plan 1,0,Room_Type 1,100,2018,4,26,Online,93.08,0
2,0,Not Selected,0,Room_Type 4,1,2018,8,23,Online,95.65,0
2,0,Meal Plan 1,0,Room_Type 4,5,2017,10,28,Online,136,0
1,0,Meal Plan 1,0,Room_Type 1,1,2017,12,10,Corporate,85,0
2,0,Not Selected,0,Room_Type 1,63,2018,11,24,Online,79.2,1
1,0,Meal Plan 1,0,Room_Type 1,2,2018,1,21,Online,79,0
2,0,Meal Plan 1,1,Room_Type 1,18,2018,6,8,Online,121,0
2,0,Meal Plan 1,0,Room_Type 1,67,2018,10,3,Offline,85,1
2,0,Meal Plan 1,0,Room_Type 1,90,2018,4,28,Online,127.8,1
2,0,Meal Plan 1,0,Room_Type 1,239,2018,7,12,Online,107,1
2,0,Not Selected,0,Room_Type 1,77,2018,6,1,Online,116.1,1
2,0,Meal Plan 1,0,Room_Type 4,12,2018,2,5,Online,108,0
2,1,Meal Plan 1,0,Room_Type 1,293,2018,12,25,Online,93.67,1
2,0,Meal Plan 1,0,Room_Type 1,107,2018,5,5,Online,81.76,0
2,1,Meal Plan 1,0,Room_Type 4,40,2018,7,19,Online,134.1,0
1,0,Meal Plan 1,0,Room_Type 4,67,2018,9,15,Online,149.4,1
1,0,Meal Plan 1,0,Room_Type 1,14,2018,8,25,Offline,90,0
2,0,Meal Plan 1,0,Room_Type 1,95,2018,4,30,Online,119.85,0
1,0,Meal Plan 1,0,Room_Type 1,5,2017,12,2,Offline,55,0
2,0,Meal Plan 1,0,Room_Type 4,52,2018,7,9,Online,116.1,1
2,0,Meal Plan 1,0,Room_Type 1,29,2018,4,18,Online,101,0
2,0,Meal Plan 1,0,Room_Type 1,13,2018,10,15,Online,160,0
3,0,Meal Plan 1,0,Room_Type 4,29,2018,4,13,Online,143.18,0
1,0,Meal Plan 1,0,Room_Type 1,95,2018,3,22,Offline,37.33,0
2,1,Meal Plan 1,0,Room_Type 1,44,2017,10,31,Online,113.8,0
2,0,Meal Plan 2,0,Room_Type 1,21,2018,9,9,Online,183.15,0
2,0,Not Selected,0,Room_Type 1,13,2018,6,29,Online,132.33,0
2,0,Meal Plan 2,0,Room_Type 1,249,2018,11,18,Online,112.5,1
2,0,Meal Plan 1,0,Room_Type 1,124,2017,12,28,Online,72.25,0
2,0,Meal Plan 1,0,Room_Type 1,104,2018,4,28,Online,102.3,1
2,0,Not Selected,0,Room_Type 1,35,2017,10,7,Online,66.53,0
2,0,Meal Plan 1,0,Room_Type 5,94,2018,3,25,Online,95.25,0
2,1,Meal Plan 1,0,Room_Type 1,53,2018,6,28,Online,135.9,0
2,0,Meal Plan 1,0,Room_Type 1,18,2018,1,10,Online,97.33,0
2,1,Meal Plan 1,0,Room_Type 1,45,2018,7,5,Online,134.1,0
1,0,Meal Plan 1,0,Room_Type 1,3,2018,2,15,Corporate,65,1
2,0,Meal Plan 1,0,Room_Type 4,116,2018,7,18,Online,121.37,1
2,0,Meal Plan 1,0,Room_Type 4,199,2018,8,14,Online,115.8,1
2,0,Not Selected,0,Room_Type 1,40,2018,2,14,Online,67.5,1
2,0,Meal Plan 2,1,Room_Type 4,27,2018,12,14,Online,138.2,0
2,0,Not Selected,0,Room_Type 1,89,2018,7,11,Online,72.42,0
1,0,Not Selected,0,Room_Type 1,32,2018,11,15,Online,0,0
2,0,Meal Plan 1,0,Room_Type 2,12,2017,12,25,Online,80.42,0
1,0,Meal Plan 1,0,Room_Type 1,6,2017,12,27,Corporate,65,0
1,0,Not Selected,0,Room_Type 1,44,2018,11,19,Online,87.2,1
2,0,Meal Plan 1,0,Room_Type 1,78,2018,5,5,Offline,80.75,0
2,2,Meal Plan 1,0,Room_Type 2,137,2018,7,2,Online,88.77,0
1,0,Meal Plan 1,1,Room_Type 1,8,2018,4,20,Corporate,98,0
2,0,Meal Plan 1,0,Room_Type 1,54,2017,7,7,Online,62.37,0
2,0,Not Selected,0,Room_Type 1,126,2018,7,6,Online,97.75,1
2,0,Meal Plan 1,0,Room_Type 1,191,2017,9,2,Online,93.5,1
2,0,Not Selected,0,Room_Type 1,0,2018,6,20,Online,129,0
2,0,Meal Plan 1,0,Room_Type 1,38,2018,3,11,Online,81.9,0
3,0,Meal Plan 1,0,Room_Type 4,26,2018,4,10,Online,153,1
2,0,Not Selected,0,Room_Type 1,3,2018,2,7,Online,79,1
2,0,Meal Plan 1,0,Room_Type 1,12,2018,1,16,Offline,61,0
2,0,Not Selected,0,Room_Type 1,54,2018,4,27,Online,78.77,0
1,0,Meal Plan 1,0,Room_Type 4,29,2018,7,6,Corporate,105,0
2,0,Meal Plan 1,0,Room_Type 1,55,2018,11,2,Online,97.2,0
2,0,Meal Plan 1,0,Room_Type 7,0,2018,1,20,Complementary,0,0
2,0,Meal Plan 1,0,Room_Type 1,179,2018,9,24,Online,121.5,1
1,0,Meal Plan 1,0,Room_Type 1,2,2018,4,11,Corporate,65,0
2,1,Meal Plan 1,0,Room_Type 1,207,2018,8,17,Online,112.5,1
2,0,Not Selected,0,Room_Type 1,16,2018,12,2,Online,91.5,0
1,0,Meal Plan 1,0,Room_Type 1,1,2018,7,31,Corporate,65,0
2,0,Meal Plan 1,1,Room_Type 4,129,2018,8,25,Online,118.8,0
2,0,Meal Plan 1,0,Room_Type 4,64,2018,12,30,Online,131.4,0
1,0,Meal Plan 1,0,Room_Type 1,5,2018,2,10,Online,86,0
1,0,Meal Plan 1,0,Room_Type 1,84,2018,11,11,Offline,80,0
2,0,Meal Plan 1,1,Room_Type 1,238,2018,9,13,Online,124.2,0
2,0,Meal Plan 1,0,Room_Type 1,2,2017,11,18,Online,107,0
2,0,Not Selected,0,Room_Type 1,26,2018,11,2,Online,109,0
2,0,Meal Plan 1,0,Room_Type 1,140,2017,12,29,Online,72.25,0
2,0,Not Selected,0,Room_Type 1,11,2018,11,1,Offline,79.5,0
2,2,Meal Plan 1,0,Room_Type 2,29,2018,3,9,Online,77.5,0
2,0,Not Selected,0,Room_Type 1,7,2018,9,7,Online,149,0
2,2,Meal Plan 1,0,Room_Type 6,134,2018,12,26,Online,163.34,1
1,0,Meal Plan 1,0,Room_Type 1,4,2017,10,18,Corporate,65,0
2,0,Not Selected,0,Room_Type 1,53,2018,2,24,Online,67.5,1
2,0,Not Selected,1,Room_Type 1,1,2018,10,21,Online,129,0
2,0,Meal Plan 1,0,Room_Type 2,1,2018,1,23,Online,78.52,0
2,0,Meal Plan 1,0,Room_Type 1,80,2018,9,25,Online,135.9,0
2,0,Meal Plan 1,0,Room_Type 1,224,2018,8,21,Online,90.95,0
2,0,Not Selected,0,Room_Type 1,45,2018,2,18,Online,70.5,0
2,0,Meal Plan 1,0,Room_Type 1,77,2018,12,9,Offline,75,0
2,0,Meal Plan 1,0,Room_Type 1,7,2018,11,14,Online,111,0
2,0,Meal Plan 1,0,Room_Type 1,7,2018,9,11,Online,139,0
2,0,Meal Plan 1,0,Room_Type 1,0,2018,5,12,Online,141,0
3,0,Meal Plan 1,0,Room_Type 4,66,2018,8,19,Online,168.3,0
3,0,Meal Plan 1,0,Room_Type 4,92,2018,7,17,Online,137.7,0
3,0,Meal Plan 1,0,Room_Type 4,39,2018,4,24,Online,138.06,1
3,0,Meal Plan 1,0,Room_Type 4,50,2018,6,3,Online,159.3,0
2,0,Not Selected,0,Room_Type 1,86,2018,10,30,Online,61.68,1
2,1,Meal Plan 1,1,Room_Type 1,42,2018,8,30,Online,135,0
2,0,Not Selected,0,Room_Type 1,35,2018,3,4,Online,73.1,0
1,0,Meal Plan 1,0,Room_Type 7,8,2018,2,6,Corporate,101,0
1,0,Meal Plan 1,1,Room_Type 1,64,2018,12,17,Corporate,67,0
2,0,Meal Plan 1,0,Room_Type 1,15,2017,10,11,Online,92.17,0
2,0,Meal Plan 1,0,Room_Type 1,114,2018,8,27,Online,128.7,1
2,1,Meal Plan 1,0,Room_Type 1,18,2018,2,11,Online,111,0
2,0,Not Selected,0,Room_Type 1,0,2018,2,15,Online,79,0
2,0,Meal Plan 1,0,Room_Type 1,9,2017,12,27,Offline,70,0
2,0,Meal Plan 1,0,Room_Type 1,0,2018,8,1,Online,121,0
2,1,Meal Plan 1,0,Room_Type 1,20,2018,7,1,Online,169,1
2,0,Meal Plan 1,1,Room_Type 1,50,2018,10,4,Online,127.8,0
2,0,Meal Plan 1,0,Room_Type 4,133,2018,6,27,Online,103.7,1
2,0,Meal Plan 1,0,Room_Type 1,117,2018,6,3,Online,126.9,0
2,0,Not Selected,0,Room_Type 1,100,2018,4,25,Online,81.2,0
2,2,Meal Plan 1,0,Room_Type 6,36,2018,9,15,Online,207.9,0
2,0,Meal Plan 1,0,Room_Type 2,15,2018,8,17,Online,109.55,0
2,0,Not Selected,0,Room_Type 1,244,2018,10,30,Online,92.4,0
2,0,Not Selected,0,Room_Type 1,62,2018,9,4,Online,99,1
2,0,Meal Plan 1,0,Room_Type 1,186,2018,10,28,Offline,68.68,0
2,1,Meal Plan 1,0,Room_Type 4,97,2018,7,23,Online,104.96,0
1,0,Meal Plan 1,1,Room_Type 1,3,2018,3,3,Online,104,0
2,2,Meal Plan 1,0,Room_Type 6,43,2017,10,21,Online,166.5,0
2,0,Meal Plan 1,0,Room_Type 4,274,2018,9,27,Online,115.2,1
2,0,Meal Plan 1,0,Room_Type 1,74,2018,3,30,Online,82.45,1
2,0,Meal Plan 1,0,Room_Type 1,103,2018,3,24,Offline,63.58,0
2,0,Meal Plan 1,0,Room_Type 4,63,2018,3,5,Online,87.3,1
0,2,Meal Plan 1,0,Room_Type 2,186,2018,9,4,Online,112.01,1
2,1,Meal Plan 1,0,Room_Type 1,33,2018,10,26,Online,149,1
2,0,Meal Plan 1,0,Room_Type 1,220,2018,8,9,Online,90.95,1
2,0,Meal Plan 1,0,Room_Type 1,308,2018,11,23,Online,88,1
1,0,Meal Plan 2,0,Room_Type 4,68,2018,8,19,Online,183.6,1
1,0,Not Selected,0,Room_Type 1,76,2018,9,27,Online,125.1,0
2,0,Meal Plan 1,0,Room_Type 1,45,2018,9,1,Online,118.8,0
3,0,Meal Plan 1,0,Room_Type 4,53,2018,11,10,Online,134.45,0
2,0,Meal Plan 1,0,Room_Type 1,23,2017,9,7,Online,95.98,0
1,0,Meal Plan 1,0,Room_Type 1,0,2018,10,1,Online,150,0
2,0,Meal Plan 1,0,Room_Type 1,103,2018,12,31,Offline,150.67,0
1,0,Meal Plan 1,0,Room_Type 1,161,2018,4,22,Offline,71,0
2,0,Meal Plan 1,0,Room_Type 1,0,2018,12,21,Online,98,0
2,0,Not Selected,0,Room_Type 1,3,2018,1,6,Online,77,0
2,0,Meal Plan 1,0,Room_Type 1,12,2018,2,23,Online,93,0
2,0,Not Selected,0,Room_Type 1,205,2018,8,21,Online,94.5,1
2,0,Meal Plan 1,0,Room_Type 2,217,2018,7,18,Online,95.63,1
2,0,Meal Plan 1,0,Room_Type 1,80,2018,11,4,Online,94.6,0
2,0,Meal Plan 1,0,Room_Type 1,19,2018,2,21,Online,91,1
2,0,Not Selected,0,Room_Type 1,131,2018,7,29,Online,94.5,0
2,0,Meal Plan 1,0,Room_Type 1,55,2017,7,7,Online,90,1
2,0,Meal Plan 1,0,Room_Type 4,51,2018,6,2,Online,102.7,0
2,0,Meal Plan 1,0,Room_Type 1,13,2018,6,23,Online,91,0
3,0,Meal Plan 1,0,Room_Type 4,10,2018,6,14,Online,169,0
2,0,Meal Plan 1,1,Room_Type 1,1,2017,10,9,Online,169.33,0
2,0,Meal Plan 1,0,Room_Type 1,25,2018,10,10,Offline,104,0
1,0,Meal Plan 1,0,Room_Type 1,6,2017,12,1,Online,81,0
2,1,Not Selected,0,Room_Type 1,37,2018,3,23,Offline,64.8,0
3,0,Meal Plan 1,0,Room_Type 4,18,2018,7,1,Online,187,0
2,0,Meal Plan 1,0,Room_Type 1,94,2018,7,14,Online,105.3,1
3,0,Meal Plan 1,0,Room_Type 4,4,2018,2,28,Online,133,0
2,0,Meal Plan 2,0,Room_Type 4,1,2018,6,27,Online,192,0
1,0,Meal Plan 1,0,Room_Type 1,2,2017,9,23,Online,72.2,0
2,0,Not Selected,0,Room_Type 1,57,2018,12,5,Online,74.8,0
2,0,Meal Plan 1,0,Room_Type 1,8,2018,5,25,Online,111.35,0
2,0,Meal Plan 1,0,Room_Type 4,43,2017,11,4,Offline,60,0
2,0,Not Selected,0,Room_Type 1,6,2018,3,3,Online,87,0
2,0,Not Selected,0,Room_Type 1,1,2018,8,3,Online,139,0
3,0,Meal Plan 1,0,Room_Type 4,55,2018,9,28,Online,168.3,0
1,0,Not Selected,0,Room_Type 1,0,2018,7,24,Online,119,0
2,0,Meal Plan 1,0,Room_Type 1,19,2018,4,29,Online,106.65,0
2,0,Not Selected,0,Room_Type 1,157,2018,10,3,Online,108,1
2,0,Meal Plan 1,0,Room_Type 1,227,2017,8,17,Online,76.5,0
1,0,Meal Plan 1,0,Room_Type 1,3,2018,2,26,Online,0,0
2,0,Not Selected,0,Room_Type 4,1,2017,9,3,Online,96,0
2,0,Meal Plan 1,0,Room_Type 1,121,2018,5,2,Online,99.45,0
2,0,Not Selected,1,Room_Type 1,7,2018,8,24,Online,137,0
1,0,Not Selected,0,Room_Type 1,1,2018,11,4,Online,140,0
2,0,Not Selected,0,Room_Type 1,126,2018,5,7,Online,103.5,1
2,0,Meal Plan 1,0,Room_Type 1,219,2018,10,29,Online,96.3,1
2,1,Meal Plan 1,0,Room_Type 1,147,2018,6,28,Online,106.25,0
3,0,Meal Plan 1,0,Room_Type 4,142,2018,7,2,Online,126.65,1
2,1,Meal Plan 1,0,Room_Type 1,160,2018,9,30,Online,145.8,1
2,0,Meal Plan 1,1,Room_Type 1,14,2017,12,26,Online,111.67,0
1,0,Not Selected,1,Room_Type 1,80,2018,3,29,Online,81.25,0
2,0,Meal Plan 1,0,Room_Type 4,121,2018,8,18,Online,120.6,0
2,1,Meal Plan 1,0,Room_Type 1,186,2018,8,3,Online,121.5,1
2,2,Meal Plan 1,0,Room_Type 6,15,2017,9,1,Online,165,1
3,0,Meal Plan 1,0,Room_Type 4,164,2018,8,30,Offline,115.6,1
1,0,Meal Plan 1,0,Room_Type 1,19,2018,6,20,Corporate,95,0
2,0,Not Selected,0,Room_Type 1,148,2018,7,11,Online,97.5,1
2,0,Not Selected,0,Room_Type 1,101,2018,7,15,Online,94.5,0
2,0,Meal Plan 1,0,Room_Type 4,26,2017,10,14,Offline,75,0
1,0,Not Selected,0,Room_Type 1,3,2017,10,19,Online,133,0
3,0,Not Selected,0,Room_Type 1,232,2018,12,24,Offline,75.65,0
1,0,Meal Plan 1,0,Room_Type 1,18,2018,9,27,Corporate,95,0
2,0,Meal Plan 1,1,Room_Type 1,18,2017,11,16,Online,104,0
2,0,Meal Plan 1,0,Room_Type 1,49,2018,3,15,Online,81.9,0
1,0,Meal Plan 1,0,Room_Type 1,5,2018,10,4,Corporate,131,1
2,0,Meal Plan 1,0,Room_Type 1,6,2018,12,30,Online,122.48,0
2,0,Not Selected,0,Room_Type 1,100,2018,5,2,Online,91.38,0
2,0,Meal Plan 1,0,Room_Type 4,21,2018,12,29,Online,131.35,0
2,0,Meal Plan 1,0,Room_Type 1,259,2018,10,5,Offline,89,1
2,0,Meal Plan 2,0,Room_Type 1,37,2018,3,6,Online,118.1,0
2,0,Meal Plan 1,0,Room_Type 4,2,2018,9,30,Online,209.5,0
1,0,Meal Plan 2,0,Room_Type 1,184,2018,8,17,Online,82.12,1
3,0,Meal Plan 1,0,Room_Type 4,80,2018,9,12,Online,168.3,1
2,0,Meal Plan 1,0,Room_Type 1,1,2018,10,7,Corporate,90,0
2,0,Meal Plan 2,0,Room_Type 4,95,2018,9,13,Online,183.6,0
2,0,Meal Plan 1,0,Room_Type 1,39,2018,11,15,Online,97.4,0
1,2,Meal Plan 1,0,Room_Type 1,21,2018,3,12,Online,127,0
1,0,Meal Plan 1,0,Room_Type 1,107,2018,4,5,Online,81.9,1
2,1,Meal Plan 1,0,Room_Type 1,151,2018,12,29,Online,128.56,1
2,0,Meal Plan 1,0,Room_Type 1,34,2018,10,26,Online,119,1
2,0,Meal Plan 1,0,Room_Type 1,173,2018,9,13,Online,126.9,1
2,0,Not Selected,0,Room_Type 1,6,2018,3,8,Online,91,0
1,0,Meal Plan 1,0,Room_Type 1,12,2018,10,19,Corporate,65,0
2,0,Not Selected,0,Room_Type 1,67,2018,4,1,Offline,75.65,0
1,0,Meal Plan 1,0,Room_Type 5,2,2018,10,19,Corporate,170,1
0,2,Meal Plan 1,0,Room_Type 2,72,2018,7,27,Online,97.54,0
2,1,Meal Plan 1,0,Room_Type 1,5,2018,3,21,Online,128,0
2,0,Meal Plan 1,0,Room_Type 4,61,2017,10,27,Online,74.61,0
2,0,Not Selected,0,Room_Type 1,133,2018,6,2,Online,104.76,1
2,0,Meal Plan 1,0,Room_Type 1,4,2018,11,3,Online,131.75,0
1,0,Meal Plan 1,0,Room_Type 1,30,2017,10,25,Online,83.16,0
3,0,Meal Plan 1,0,Room_Type 4,5,2018,2,3,Online,130,0
2,0,Meal Plan 1,0,Room_Type 1,70,2018,4,23,Online,95.2,1
1,0,Meal Plan 1,0,Room_Type 1,1,2017,8,19,Corporate,65,0
2,0,Meal Plan 1,0,Room_Type 1,22,2018,9,26,Online,148,0
2,0,Not Selected,0,Room_Type 1,131,2018,8,22,Online,92.25,1
3,0,Meal Plan 1,0,Room_Type 1,152,2018,8,4,Online,140.7,1
1,0,Not Selected,0,Room_Type 1,3,2018,5,16,Offline,71.2,0
2,0,Meal Plan 1,0,Room_Type 1,96,2017,12,29,Offline,70,0
2,0,Not Selected,0,Room_Type 1,6,2018,9,17,Online,149,0
2,1,Meal Plan 1,0,Room_Type 1,53,2018,5,21,Online,143.1,0
2,0,Meal Plan 1,0,Room_Type 2,124,2018,6,30,Online,88.76,0
2,1,Meal Plan 1,0,Room_Type 1,17,2017,12,26,Offline,60,0
2,0,Meal Plan 2,0,Room_Type 1,70,2018,9,3,Online,170.1,1
2,0,Not Selected,0,Room_Type 1,50,2018,3,29,Online,80.1,0
2,0,Meal Plan 1,0,Room_Type 1,57,2018,10,2,Online,118.8,0
2,1,Meal Plan 1,0,Room_Type 4,126,2018,12,27,Offline,90.53,0
1,0,Meal Plan 1,0,Room_Type 1,9,2018,6,22,Online,104,0
2,1,Meal Plan 1,0,Room_Type 1,138,2018,8,9,Online,101.49,0
2,0,Meal Plan 1,0,Room_Type 5,49,2018,3,29,Online,86.28,1
1,0,Not Selected,0,Room_Type 1,109,2018,10,26,Online,80.1,0
2,0,Meal Plan 1,0,Room_Type 1,31,2018,2,20,Online,83.9,0
1,0,Meal Plan 1,0,Room_Type 1,14,2018,1,15,Online,65.8,0
2,0,Not Selected,0,Room_Type 1,36,2018,2,22,Online,71.3,0
2,0,Meal Plan 1,0,Room_Type 1,43,2018,10,27,Offline,85.5,0
2,0,Meal Plan 1,0,Room_Type 1,67,2018,4,2,Online,71.74,0
2,1,Meal Plan 1,0,Room_Type 1,17,2018,12,10,Offline,80,0
1,0,Not Selected,0,Room_Type 1,40,2018,6,27,Online,104.1,1
2,0,Meal Plan 1,0,Room_Type 4,199,2018,12,28,Online,102.85,0
3,0,Meal Plan 1,0,Room_Type 7,40,2018,3,25,Online,201.95,1
2,0,Meal Plan 1,0,Room_Type 1,33,2018,9,28,Offline,85.5,0
2,0,Meal Plan 1,0,Room_Type 1,0,2018,3,14,Online,109,0
1,0,Meal Plan 1,0,Room_Type 1,36,2018,1,19,Offline,80,0
2,0,Meal Plan 1,0,Room_Type 1,4,2017,12,5,Complementary,0,0
2,1,Meal Plan 1,0,Room_Type 1,173,2018,8,15,Online,121.5,1
1,0,Meal Plan 1,0,Room_Type 1,0,2018,11,28,Corporate,79,0
3,0,Meal Plan 1,0,Room_Type 4,88,2018,10,20,Online,151.2,0
2,0,Meal Plan 1,0,Room_Type 1,8,2017,9,9,Online,105,0
2,0,Meal Plan 1,0,Room_Type 1,30,2018,10,21,Online,139,0
2,0,Meal Plan 1,0,Room_Type 1,74,2018,2,17,Online,55.24,0
2,0,Meal Plan 1,0,Room_Type 1,0,2018,12,7,Online,98,0
1,0,Not Selected,0,Room_Type 1,3,2018,9,15,Online,149,0
1,0,Meal Plan 1,0,Room_Type 4,12,2018,5,30,Online,112.42,1
1,0,Meal Plan 1,0,Room_Type 1,18,2017,12,18,Corporate,74,0
2,0,Meal Plan 1,0,Room_Type 1,44,2018,11,26,Online,98.8,0
2,0,Meal Plan 1,0,Room_Type 1,29,2018,10,21,Online,139,1
3,0,Meal Plan 1,0,Room_Type 4,104,2018,7,18,Online,141.3,1
2,0,Meal Plan 1,0,Room_Type 1,96,2018,9,27,Online,122.31,1
2,0,Meal Plan 1,0,Room_Type 1,177,2018,8,5,Offline,72.25,0
2,0,Meal Plan 1,0,Room_Type 1,35,2018,3,25,Offline,540,1
2,0,Meal Plan 1,0,Room_Type 4,15,2018,4,20,Online,137,0
2,0,Meal Plan 1,0,Room_Type 1,1,2017,8,8,Online,98,0
2,0,Meal Plan 1,0,Room_Type 4,0,2017,9,19,Offline,136,0
2,0,Meal Plan 1,1,Room_Type 1,119,2018,6,15,Online,128.85,0
2,0,Meal Plan 2,0,Room_Type 4,119,2018,10,22,Online,166.5,1
2,0,Meal Plan 1,0,Room_Type 1,25,2018,11,11,Complementary,9,0
2,0,Meal Plan 2,0,Room_Type 1,129,2018,5,16,Offline,106.25,0
2,0,Meal Plan 1,1,Room_Type 1,62,2018,8,8,Online,144,0
2,0,Meal Plan 1,0,Room_Type 1,8,2018,9,16,Offline,126,0
1,0,Meal Plan 1,1,Room_Type 1,3,2018,10,23,Corporate,67,0
2,0,Meal Plan 1,0,Room_Type 4,41,2018,5,28,Online,131.4,0
2,0,Meal Plan 1,0,Room_Type 4,79,2018,3,21,Online,96.3,0
1,0,Meal Plan 1,0,Room_Type 1,68,2018,3,29,Online,76.22,1
2,0,Not Selected,0,Room_Type 1,65,2018,3,13,Online,63.75,0
2,0,Meal Plan 1,0,Room_Type 4,14,2018,3,29,Online,89.32,0
2,0,Not Selected,0,Room_Type 1,17,2018,1,22,Online,75,0
2,0,Meal Plan 1,0,Room_Type 1,41,2017,10,1,Online,103.05,0
2,0,Meal Plan 1,0,Room_Type 1,10,2018,11,27,Online,89.89,0
